city,country,date.utc,location,parameter,value,unit
Paris,FR,2019-06-16 12:00:00+00:00,FR04014,no2,11.2,µg/m³
Paris,FR,2019-06-16 11:00:00+00:00,FR04014,no2,12.9,µg/m³
Paris,FR,2019-06-16 10:00:00+00:00,FR04014,no2,8.7,µg/m³
Paris,FR,2019-06-16 09:00:00+00:00,FR04014,no2,9.4,µg/m³
Paris,FR,2019-06-16 08:00:00+00:00,FR04014,no2,9.9,µg/m³
Paris,FR,2019-06-16 07:00:00+00:00,FR04014,no2,10.2,µg/m³
Paris,FR,2019-06-16 06:00:00+00:00,FR04014,no2,11.6,µg/m³
Paris,FR,2019-06-16 05:00:00+00:00,FR04014,no2,14.0,µg/m³
Paris,FR,2019-06-16 04:00:00+00:00,FR04014,no2,11.7,µg/m³
Paris,FR,2019-06-16 03:00:00+00:00,FR04014,no2,11.2,µg/m³
Paris,FR,2019-06-16 02:00:00+00:00,FR04014,no2,11.4,µg/m³
Paris,FR,2019-06-16 01:00:00+00:00,FR04014,no2,12.8,µg/m³
Paris,FR,2019-06-16 00:00:00+00:00,FR04014,no2,16.5,µg/m³
Paris,FR,2019-06-15 23:00:00+00:00,FR04014,no2,22.6,µg/m³
Paris,FR,2019-06-15 22:00:00+00:00,FR04014,no2,20.1,µg/m³
Paris,FR,2019-06-15 21:00:00+00:00,FR04014,no2,17.2,µg/m³
Paris,FR,2019-06-15 20:00:00+00:00,FR04014,no2,15.2,µg/m³
Paris,FR,2019-06-15 19:00:00+00:00,FR04014,no2,14.2,µg/m³
Paris,FR,2019-06-15 18:00:00+00:00,FR04014,no2,14.0,µg/m³
Paris,FR,2019-06-15 17:00:00+00:00,FR04014,no2,11.1,µg/m³
Paris,FR,2019-06-15 16:00:00+00:00,FR04014,no2,10.7,µg/m³
Paris,FR,2019-06-15 15:00:00+00:00,FR04014,no2,10.5,µg/m³
Paris,FR,2019-06-15 14:00:00+00:00,FR04014,no2,9.6,µg/m³
Paris,FR,2019-06-15 13:00:00+00:00,FR04014,no2,9.0,µg/m³
Paris,FR,2019-06-15 12:00:00+00:00,FR04014,no2,9.4,µg/m³
Paris,FR,2019-06-15 11:00:00+00:00,FR04014,no2,11.1,µg/m³
Paris,FR,2019-06-15 10:00:00+00:00,FR04014,no2,12.1,µg/m³
Paris,FR,2019-06-15 09:00:00+00:00,FR04014,no2,14.0,µg/m³
Paris,FR,2019-06-15 08:00:00+00:00,FR04014,no2,17.6,µg/m³
Paris,FR,2019-06-15 07:00:00+00:00,FR04014,no2,24.1,µg/m³
Paris,FR,2019-06-15 06:00:00+00:00,FR04014,no2,35.8,µg/m³
Paris,FR,2019-06-15 02:00:00+00:00,FR04014,no2,33.9,µg/m³
Paris,FR,2019-06-15 01:00:00+00:00,FR04014,no2,29.0,µg/m³
Paris,FR,2019-06-15 00:00:00+00:00,FR04014,no2,29.6,µg/m³
Paris,FR,2019-06-14 23:00:00+00:00,FR04014,no2,32.1,µg/m³
Paris,FR,2019-06-14 22:00:00+00:00,FR04014,no2,35.3,µg/m³
Paris,FR,2019-06-14 21:00:00+00:00,FR04014,no2,55.0,µg/m³
Paris,FR,2019-06-14 20:00:00+00:00,FR04014,no2,41.9,µg/m³
Paris,FR,2019-06-14 19:00:00+00:00,FR04014,no2,25.0,µg/m³
Paris,FR,2019-06-14 18:00:00+00:00,FR04014,no2,19.0,µg/m³
Paris,FR,2019-06-14 17:00:00+00:00,FR04014,no2,16.6,µg/m³
Paris,FR,2019-06-14 16:00:00+00:00,FR04014,no2,18.9,µg/m³
Paris,FR,2019-06-14 15:00:00+00:00,FR04014,no2,15.2,µg/m³
Paris,FR,2019-06-14 14:00:00+00:00,FR04014,no2,14.2,µg/m³
Paris,FR,2019-06-14 13:00:00+00:00,FR04014,no2,15.4,µg/m³
Paris,FR,2019-06-14 12:00:00+00:00,FR04014,no2,17.1,µg/m³
Paris,FR,2019-06-14 11:00:00+00:00,FR04014,no2,21.8,µg/m³
Paris,FR,2019-06-14 10:00:00+00:00,FR04014,no2,25.1,µg/m³
Paris,FR,2019-06-14 09:00:00+00:00,FR04014,no2,27.9,µg/m³
Paris,FR,2019-06-14 08:00:00+00:00,FR04014,no2,34.3,µg/m³
Paris,FR,2019-06-14 07:00:00+00:00,FR04014,no2,51.5,µg/m³
Paris,FR,2019-06-14 06:00:00+00:00,FR04014,no2,64.3,µg/m³
Paris,FR,2019-06-14 05:00:00+00:00,FR04014,no2,49.3,µg/m³
Paris,FR,2019-06-14 04:00:00+00:00,FR04014,no2,37.9,µg/m³
Paris,FR,2019-06-14 03:00:00+00:00,FR04014,no2,48.5,µg/m³
Paris,FR,2019-06-14 02:00:00+00:00,FR04014,no2,66.6,µg/m³
Paris,FR,2019-06-14 01:00:00+00:00,FR04014,no2,68.1,µg/m³
Paris,FR,2019-06-14 00:00:00+00:00,FR04014,no2,74.2,µg/m³
Paris,FR,2019-06-13 23:00:00+00:00,FR04014,no2,78.3,µg/m³
Paris,FR,2019-06-13 22:00:00+00:00,FR04014,no2,77.9,µg/m³
Paris,FR,2019-06-13 21:00:00+00:00,FR04014,no2,58.8,µg/m³
Paris,FR,2019-06-13 20:00:00+00:00,FR04014,no2,31.5,µg/m³
Paris,FR,2019-06-13 19:00:00+00:00,FR04014,no2,27.5,µg/m³
Paris,FR,2019-06-13 18:00:00+00:00,FR04014,no2,24.0,µg/m³
Paris,FR,2019-06-13 17:00:00+00:00,FR04014,no2,38.2,µg/m³
Paris,FR,2019-06-13 16:00:00+00:00,FR04014,no2,36.1,µg/m³
Paris,FR,2019-06-13 15:00:00+00:00,FR04014,no2,28.8,µg/m³
Paris,FR,2019-06-13 14:00:00+00:00,FR04014,no2,19.4,µg/m³
Paris,FR,2019-06-13 13:00:00+00:00,FR04014,no2,18.2,µg/m³
Paris,FR,2019-06-13 12:00:00+00:00,FR04014,no2,17.9,µg/m³
Paris,FR,2019-06-13 11:00:00+00:00,FR04014,no2,22.7,µg/m³
Paris,FR,2019-06-13 10:00:00+00:00,FR04014,no2,24.5,µg/m³
Paris,FR,2019-06-13 09:00:00+00:00,FR04014,no2,30.2,µg/m³
Paris,FR,2019-06-13 08:00:00+00:00,FR04014,no2,35.3,µg/m³
Paris,FR,2019-06-13 07:00:00+00:00,FR04014,no2,40.9,µg/m³
Paris,FR,2019-06-13 06:00:00+00:00,FR04014,no2,39.8,µg/m³
Paris,FR,2019-06-13 05:00:00+00:00,FR04014,no2,37.0,µg/m³
Paris,FR,2019-06-13 04:00:00+00:00,FR04014,no2,24.6,µg/m³
Paris,FR,2019-06-13 03:00:00+00:00,FR04014,no2,18.8,µg/m³
Paris,FR,2019-06-13 02:00:00+00:00,FR04014,no2,18.0,µg/m³
Paris,FR,2019-06-13 01:00:00+00:00,FR04014,no2,18.7,µg/m³
Paris,FR,2019-06-13 00:00:00+00:00,FR04014,no2,20.0,µg/m³
Paris,FR,2019-06-12 23:00:00+00:00,FR04014,no2,26.9,µg/m³
Paris,FR,2019-06-12 22:00:00+00:00,FR04014,no2,25.6,µg/m³
Paris,FR,2019-06-12 21:00:00+00:00,FR04014,no2,29.3,µg/m³
Paris,FR,2019-06-12 20:00:00+00:00,FR04014,no2,29.2,µg/m³
Paris,FR,2019-06-12 19:00:00+00:00,FR04014,no2,23.4,µg/m³
Paris,FR,2019-06-12 18:00:00+00:00,FR04014,no2,25.3,µg/m³
Paris,FR,2019-06-12 17:00:00+00:00,FR04014,no2,24.2,µg/m³
Paris,FR,2019-06-12 16:00:00+00:00,FR04014,no2,23.6,µg/m³
Paris,FR,2019-06-12 15:00:00+00:00,FR04014,no2,16.8,µg/m³
Paris,FR,2019-06-12 14:00:00+00:00,FR04014,no2,20.3,µg/m³
Paris,FR,2019-06-12 13:00:00+00:00,FR04014,no2,17.9,µg/m³
Paris,FR,2019-06-12 12:00:00+00:00,FR04014,no2,15.4,µg/m³
Paris,FR,2019-06-12 11:00:00+00:00,FR04014,no2,0.0,µg/m³
Paris,FR,2019-06-12 10:00:00+00:00,FR04014,no2,0.0,µg/m³
Paris,FR,2019-06-12 09:00:00+00:00,FR04014,no2,26.7,µg/m³
Paris,FR,2019-06-12 08:00:00+00:00,FR04014,no2,35.5,µg/m³
Paris,FR,2019-06-12 07:00:00+00:00,FR04014,no2,44.4,µg/m³
Paris,FR,2019-06-12 06:00:00+00:00,FR04014,no2,38.4,µg/m³
Paris,FR,2019-06-12 05:00:00+00:00,FR04014,no2,42.7,µg/m³
Paris,FR,2019-06-12 04:00:00+00:00,FR04014,no2,44.9,µg/m³
Paris,FR,2019-06-12 03:00:00+00:00,FR04014,no2,36.3,µg/m³
Paris,FR,2019-06-12 02:00:00+00:00,FR04014,no2,34.7,µg/m³
Paris,FR,2019-06-12 01:00:00+00:00,FR04014,no2,41.9,µg/m³
Paris,FR,2019-06-12 00:00:00+00:00,FR04014,no2,37.2,µg/m³
Paris,FR,2019-06-11 23:00:00+00:00,FR04014,no2,41.5,µg/m³
Paris,FR,2019-06-11 22:00:00+00:00,FR04014,no2,59.4,µg/m³
Paris,FR,2019-06-11 21:00:00+00:00,FR04014,no2,54.1,µg/m³
Paris,FR,2019-06-11 20:00:00+00:00,FR04014,no2,42.7,µg/m³
Paris,FR,2019-06-11 19:00:00+00:00,FR04014,no2,36.1,µg/m³
Paris,FR,2019-06-11 18:00:00+00:00,FR04014,no2,44.6,µg/m³
Paris,FR,2019-06-11 17:00:00+00:00,FR04014,no2,35.5,µg/m³
Paris,FR,2019-06-11 16:00:00+00:00,FR04014,no2,22.6,µg/m³
Paris,FR,2019-06-11 15:00:00+00:00,FR04014,no2,19.8,µg/m³
Paris,FR,2019-06-11 14:00:00+00:00,FR04014,no2,16.6,µg/m³
Paris,FR,2019-06-11 13:00:00+00:00,FR04014,no2,13.1,µg/m³
Paris,FR,2019-06-11 12:00:00+00:00,FR04014,no2,12.6,µg/m³
Paris,FR,2019-06-11 11:00:00+00:00,FR04014,no2,17.3,µg/m³
Paris,FR,2019-06-11 10:00:00+00:00,FR04014,no2,22.1,µg/m³
Paris,FR,2019-06-11 09:00:00+00:00,FR04014,no2,31.7,µg/m³
Paris,FR,2019-06-11 08:00:00+00:00,FR04014,no2,43.6,µg/m³
Paris,FR,2019-06-11 07:00:00+00:00,FR04014,no2,58.0,µg/m³
Paris,FR,2019-06-11 06:00:00+00:00,FR04014,no2,55.4,µg/m³
Paris,FR,2019-06-11 05:00:00+00:00,FR04014,no2,58.7,µg/m³
Paris,FR,2019-06-11 04:00:00+00:00,FR04014,no2,52.7,µg/m³
Paris,FR,2019-06-11 03:00:00+00:00,FR04014,no2,32.3,µg/m³
Paris,FR,2019-06-11 02:00:00+00:00,FR04014,no2,29.6,µg/m³
Paris,FR,2019-06-11 01:00:00+00:00,FR04014,no2,19.1,µg/m³
Paris,FR,2019-06-11 00:00:00+00:00,FR04014,no2,19.6,µg/m³
Paris,FR,2019-06-10 23:00:00+00:00,FR04014,no2,24.1,µg/m³
Paris,FR,2019-06-10 22:00:00+00:00,FR04014,no2,24.8,µg/m³
Paris,FR,2019-06-10 21:00:00+00:00,FR04014,no2,23.5,µg/m³
Paris,FR,2019-06-10 20:00:00+00:00,FR04014,no2,22.6,µg/m³
Paris,FR,2019-06-10 19:00:00+00:00,FR04014,no2,22.3,µg/m³
Paris,FR,2019-06-10 18:00:00+00:00,FR04014,no2,18.4,µg/m³
Paris,FR,2019-06-10 17:00:00+00:00,FR04014,no2,19.1,µg/m³
